,AGS,Name,Bundesland,mobility_car_density,mobility_ev_hybrid,mobility_rank,mobility_third,mobility_pc_km_umweltfreundlich_2002,mobility_pc_km_umweltfreundlich_2017
274,9362,Regensburg,Bayern,56.23803259043128,2.627945448150995,84,besten Drittel,17.898872919036293,22.598619523580734
275,9363,Weiden in der Oberpfalz,Bayern,62.04793746468262,1.8576944810698812,186,mittleren Drittel,17.898872919036293,22.598619523580734
276,9371,Amberg-Sulzbach,Bayern,68.7839499598168,1.5434220591225538,368,schlechtesten Drittel,17.898872919036293,22.598619523580734
277,9372,Cham,Bayern,70.00326990750834,1.2285509638441658,386,schlechtesten Drittel,17.898872919036293,22.598619523580734
278,9373,Neumarkt in der Oberpfalz,Bayern,66.52114477223618,1.6896708853316866,318,schlechtesten Drittel,17.898872919036293,22.598619523580734
279,9374,Neustadt an der Waldnaab,Bayern,69.36670954680613,1.4255888989645502,378,schlechtesten Drittel,17.898872919036293,22.598619523580734
280,9375,Regensburg,Bayern,65.72928672045077,1.7928031758227685,293,schlechtesten Drittel,17.898872919036293,22.598619523580734
281,9376,Schwandorf,Bayern,68.2589671600587,1.5042984742594094,353,schlechtesten Drittel,17.898872919036293,22.598619523580734
282,9377,Tirschenreuth,Bayern,68.57693166592227,1.254745422063421,365,schlechtesten Drittel,17.898872919036293,22.598619523580734
283,9461,Bamberg,Bayern,53.25084567004078,1.827676240208877,59,besten Drittel,17.898872919036293,22.598619523580734
284,9462,Bayreuth,Bayern,54.40609398043539,2.148588128644685,69,besten Drittel,17.898872919036293,22.598619523580734
285,9463,Coburg,Bayern,61.61152484434134,1.9167378830423636,173,mittleren Drittel,17.898872919036293,22.598619523580734
286,9464,Hof,Bayern,57.38060941828254,1.9767313019390582,99,besten Drittel,17.898872919036293,22.598619523580734
287,9471,Bamberg,Bayern,69.52070793584161,1.4157362708788939,380,schlechtesten Drittel,17.898872919036293,22.598619523580734
288,9472,Bayreuth,Bayern,69.68489502933004,1.389317690645261,382,schlechtesten Drittel,17.898872919036293,22.598619523580734
289,9473,Coburg,Bayern,68.54201331114811,1.569144019227214,364,schlechtesten Drittel,17.898872919036293,22.598619523580734
290,9474,Forchheim,Bayern,67.70532662972258,1.7515609877262253,341,schlechtesten Drittel,17.898872919036293,22.598619523580734
291,9475,Hof,Bayern,68.49329655936192,1.4461115784765777,363,schlechtesten Drittel,17.898872919036293,22.598619523580734
292,9476,Kronach,Bayern,69.21971221497633,1.316366827555946,376,schlechtesten Drittel,17.898872919036293,22.598619523580734
293,9477,Kulmbach,Bayern,70.34404441453566,1.892664872139973,391,schlechtesten Drittel,17.898872919036293,22.598619523580734
294,9478,Lichtenfels,Bayern,67.66605235162793,1.2810716051602464,340,schlechtesten Drittel,17.898872919036293,22.598619523580734
295,9479,Wunsiedel im Fichtelgebirge,Bayern,66.59858425897428,1.4870876584314932,319,schlechtesten Drittel,17.898872919036293,22.598619523580734
296,9561,Ansbach,Bayern,61.83572560126735,2.097834957515242,178,mittleren Drittel,17.898872919036293,22.598619523580734
297,9562,Erlangen,Bayern,49.82434770328002,1.9304099142040037,34,besten Drittel,17.898872919036293,22.598619523580734
298,9563,Fürth,Bayern,50.034076299933375,1.731695605706231,38,besten Drittel,17.898872919036293,22.598619523580734
299,9564,Nürnberg,Bayern,49.00358771091511,1.9924329066725157,31,besten Drittel,17.898872919036293,22.598619523580734
300,9565,Schwabach,Bayern,64.57978904389249,2.87512759441987,260,mittleren Drittel,17.898872919036293,22.598619523580734
301,9571,Ansbach,Bayern,68.34050000268414,1.4633963033943707,358,schlechtesten Drittel,17.898872919036293,22.598619523580734
302,9572,Erlangen-Höchstadt,Bayern,67.11598228576761,2.739676865987669,329,schlechtesten Drittel,17.898872919036293,22.598619523580734
303,9573,Fürth,Bayern,65.35350659789671,1.8119097059414564,282,schlechtesten Drittel,17.898872919036293,22.598619523580734
304,9574,Nürnberger Land,Bayern,65.57191525107336,2.0615549747993276,287,schlechtesten Drittel,17.898872919036293,22.598619523580734
305,9575,Neustadt an der Aisch-Bad Windsheim,Bayern,67.3114709003026,1.7330137147797384,336,schlechtesten Drittel,17.898872919036293,22.598619523580734
306,9576,Roth,Bayern,68.81195106649938,2.0224278544542034,370,schlechtesten Drittel,17.898872919036293,22.598619523580734
307,9577,Weißenburg-Gunzenhausen,Bayern,66.18824785653717,1.7137233964594916,309,schlechtesten Drittel,17.898872919036293,22.598619523580734
308,9661,Aschaffenburg,Bayern,60.60296157240723,2.4474299883722557,150,mittleren Drittel,17.898872919036293,22.598619523580734
309,9662,Schweinfurt,Bayern,55.190818326024065,2.748903611085192,74,besten Drittel,17.898872919036293,22.598619523580734
310,9663,Würzburg,Bayern,51.656385652273244,2.294123671543255,51,besten Drittel,17.898872919036293,22.598619523580734
311,9671,Aschaffenburg,Bayern,68.33823907638671,2.1021347126568175,357,schlechtesten Drittel,17.898872919036293,22.598619523580734
312,9672,Bad Kissingen,Bayern,69.00941481238038,1.3561582925744777,373,schlechtesten Drittel,17.898872919036293,22.598619523580734
313,9673,Röhn-Grabfeld,Bayern,69.70872807901631,2.087532755492844,384,schlechtesten Drittel,17.898872919036293,22.598619523580734
314,9674,Haßberge,Bayern,70.09634094252766,1.3157894736842102,388,schlechtesten Drittel,17.898872919036293,22.598619523580734
315,9675,Kitzingen,Bayern,67.98869319417264,1.8362687540769733,346,schlechtesten Drittel,17.898872919036293,22.598619523580734
316,9676,Miltenberg,Bayern,67.84410864872419,2.1074373747884017,344,schlechtesten Drittel,17.898872919036293,22.598619523580734
317,9677,Main-Spessart,Bayern,68.4810277149994,1.628008405693668,362,schlechtesten Drittel,17.898872919036293,22.598619523580734
318,9678,Schweinfurt,Bayern,68.31418878192434,1.6592901303666454,356,schlechtesten Drittel,17.898872919036293,22.598619523580734
319,9679,Würzburg,Bayern,65.78081622170313,1.925593454572138,295,schlechtesten Drittel,17.898872919036293,22.598619523580734
320,9761,Augsburg,Bayern,47.329650092081025,1.9030079803560465,23,besten Drittel,17.898872919036293,22.598619523580734
321,9762,Kaufbeuren,Bayern,56.72015603528523,1.73544926636819,87,besten Drittel,17.898872919036293,22.598619523580734
322,9763,Kempten (Allgäu),Bayern,58.43772174996017,2.147625736752929,115,besten Drittel,17.898872919036293,22.598619523580734
323,9764,Memmingen,Bayern,60.87073187093313,1.7911048500704367,153,mittleren Drittel,17.898872919036293,22.598619523580734
324,9771,Aichach-Friedberg,Bayern,65.24443329545957,1.8393365698180582,277,schlechtesten Drittel,17.898872919036293,22.598619523580734
325,9772,Augsburg,Bayern,65.61387175608051,2.196361379417355,289,schlechtesten Drittel,17.898872919036293,22.598619523580734
326,9773,Dillingen an der Donau,Bayern,67.74404245547788,1.7023013726590803,343,schlechtesten Drittel,17.898872919036293,22.598619523580734
327,9774,Günzburg,Bayern,66.68768880999097,1.4917935781245135,321,schlechtesten Drittel,17.898872919036293,22.598619523580734
328,9775,Neu-Ulm,Bayern,63.09648677606721,1.7380025940337227,213,mittleren Drittel,17.898872919036293,22.598619523580734
329,9776,Lindau (Bodensee),Bayern,64.58520587878051,1.6968298311672538,263,mittleren Drittel,17.898872919036293,22.598619523580734
330,9777,Ostallgäu,Bayern,65.28247088720714,1.6699712362813819,278,schlechtesten Drittel,17.898872919036293,22.598619523580734
331,9778,Unterallgäu,Bayern,67.9981864443482,1.408889129493287,347,schlechtesten Drittel,17.898872919036293,22.598619523580734
332,9779,Donau-Ries,Bayern,69.07160742595529,2.0202095032077403,374,schlechtesten Drittel,17.898872919036293,22.598619523580734
333,9780,Oberallgäu,Bayern,65.59140468950775,1.5960356738463886,288,schlechtesten Drittel,17.898872919036293,22.598619523580734
334,10041,Regionalverband Saarbrücken,Saarland,59.22868212317131,1.896212463792914,123,besten Drittel,14.543507484791174,12.816284079934626
335,10042,Merzig-Wadern,Saarland,70.26859783806779,1.7258716376926497,390,schlechtesten Drittel,14.543507484791174,12.816284079934626
336,10043,Neunkirchen,Saarland,66.67711143549336,1.7921694803854884,320,schlechtesten Drittel,14.543507484791174,12.816284079934626
337,10044,Saarlouis,Saarland,69.64076401547032,1.8160600224102943,381,schlechtesten Drittel,14.543507484791174,12.816284079934626
338,10045,Saarpfalz-Kreis,Saarland,70.2255959137344,1.9828320090805902,389,schlechtesten Drittel,14.543507484791174,12.816284079934626
339,10046,Sankt Wendel,Saarland,72.34188232563537,1.7012881513287688,395,schlechtesten Drittel,14.543507484791174,12.816284079934626
340,12051,Brandenburg an der Havel,Brandenburg,48.2135217565311,1.4324947212983534,28,besten Drittel,18.39490208413425,21.336105844698594
341,12052,Cottbus,Brandenburg,49.99644160676706,1.399973566221698,36,besten Drittel,18.39490208413425,21.336105844698594
342,12053,Frankfurt (Oder),Brandenburg,50.357275181284066,1.2385539617847878,41,besten Drittel,18.39490208413425,21.336105844698594
343,12054,Potsdam,Brandenburg,42.25951931161756,1.5582515260381975,8,besten Drittel,18.39490208413425,21.336105844698594
344,12060,Barnim,Brandenburg,57.24733232716393,1.5759790293113034,96,besten Drittel,18.39490208413425,21.336105844698594
345,12061,Dahme-Spreewald,Brandenburg,60.306311634837414,1.8380972963135682,142,mittleren Drittel,18.39490208413425,21.336105844698594
346,12062,Elbe-Elster,Brandenburg,63.49173121205778,1.2221258610205648,223,mittleren Drittel,18.39490208413425,21.336105844698594
347,12063,Havelland,Brandenburg,57.36983593118996,1.6557568743746458,98,besten Drittel,18.39490208413425,21.336105844698594
348,12064,Märkisch-Oderland,Brandenburg,60.184376026065216,1.5149142525193846,138,mittleren Drittel,18.39490208413425,21.336105844698594
349,12065,Oberhavel,Brandenburg,58.076415116198234,1.6316411408976113,107,besten Drittel,18.39490208413425,21.336105844698594
350,12066,Oberspreewald-Lausitz,Brandenburg,61.20790643187862,1.139850127373138,163,mittleren Drittel,18.39490208413425,21.336105844698594
351,12067,Oder-Spree,Brandenburg,60.44799018103713,1.2385282713604284,146,mittleren Drittel,18.39490208413425,21.336105844698594
352,12068,Ostprignitz-Ruppin,Brandenburg,59.74966861953476,0.9632800089042689,133,besten Drittel,18.39490208413425,21.336105844698594
353,12069,Potsdam-Mittelmark,Brandenburg,59.504102113237444,1.5934694175044757,130,besten Drittel,18.39490208413425,21.336105844698594
354,12070,Prignitz,Brandenburg,61.02495567258582,1.2067642310847646,158,mittleren Drittel,18.39490208413425,21.336105844698594
355,12071,Spree-Neiße,Brandenburg,63.53713545621008,1.075432093251753,227,mittleren Drittel,18.39490208413425,21.336105844698594
356,12072,Teltow-Fläming,Brandenburg,61.01828508505027,1.5572749137906055,157,mittleren Drittel,18.39490208413425,21.336105844698594
357,12073,Uckermark,Brandenburg,58.3853207881639,1.1769618872298357,114,besten Drittel,18.39490208413425,21.336105844698594
358,13003,Rostock,Mecklenburg-Vorpommern,41.5662188099808,1.1156429942418424,6,besten Drittel,11.567771213288808,15.785968508499938
359,13004,Schwerin,Mecklenburg-Vorpommern,46.96782953833299,1.3881345310215167,21,besten Drittel,11.567771213288808,15.785968508499938
360,13071,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,56.81157169206873,1.063197747791477,89,besten Drittel,11.567771213288808,15.785968508499938
361,13072,Rostock,Mecklenburg-Vorpommern,58.761868904846736,1.216734926261272,119,besten Drittel,11.567771213288808,15.785968508499938
362,13073,Vorpommern-Rügen,Mecklenburg-Vorpommern,55.38468348826915,1.0973882248782647,76,besten Drittel,11.567771213288808,15.785968508499938
363,13074,Nordwestmecklenburg,Mecklenburg-Vorpommern,57.79651496696097,0.982650568952786,105,besten Drittel,11.567771213288808,15.785968508499938
364,13075,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.86556013777812,1.1480095646227877,64,besten Drittel,11.567771213288808,15.785968508499938
365,13076,Ludwigslust-Parchim,Mecklenburg-Vorpommern,61.12581937621225,0.8527647605698941,160,mittleren Drittel,11.567771213288808,15.785968508499938
366,14511,Chemnitz,Sachsen,52.233397091791616,1.5075790296373994,53,besten Drittel,14.347751037947543,16.751224051221836
367,14521,Erzgebirgskreis,Sachsen,61.92092973729444,1.067250794809778,179,mittleren Drittel,14.347751037947543,16.751224051221836
368,14522,Mittelsachsen,Sachsen,60.37236619238363,1.0573649729895866,143,mittleren Drittel,14.347751037947543,16.751224051221836
369,14523,Vogtlandkreis,Sachsen,62.30621205550737,1.2887575888985257,194,mittleren Drittel,14.347751037947543,16.751224051221836
370,14524,Zwickau,Sachsen,60.38931467826795,1.3594039164010197,145,mittleren Drittel,14.347751037947543,16.751224051221836
371,14612,Dresden,Sachsen,41.92879818349116,1.5336246806073999,7,besten Drittel,14.347751037947543,16.751224051221836
372,14625,Bautzen,Sachsen,61.54915791960578,1.2197509197070437,169,mittleren Drittel,14.347751037947543,16.751224051221836
373,14626,Görlitz,Sachsen,58.167823323518874,0.8857185436998787,108,besten Drittel,14.347751037947543,16.751224051221836
374,14627,Meißen,Sachsen,58.19113911357711,1.2559328832141183,109,besten Drittel,14.347751037947543,16.751224051221836
375,14628,Sächsische Schweiz-Osterzgebirge,Sachsen,59.22240573093616,1.4298652918539891,122,besten Drittel,14.347751037947543,16.751224051221836
376,14713,Leipzig,Sachsen,38.84801600356225,1.373561556891401,1,besten Drittel,14.347751037947543,16.751224051221836
377,14729,Leipzig,Sachsen,60.11370413687871,1.34345930119978,137,mittleren Drittel,14.347751037947543,16.751224051221836
378,14730,Nordsachsen,Sachsen,59.2869907709754,1.1659047532261089,124,besten Drittel,14.347751037947543,16.751224051221836
379,15001,Dessau-Rolau,Sachsen-Anhalt,53.79837675121617,1.440347512415694,63,besten Drittel,12.794277170248321,15.191166606470254
380,15002,Halle (Saale),Sachsen-Anhalt,40.24892779581704,1.127442126177744,3,besten Drittel,12.794277170248321,15.191166606470254
381,15003,Magdeburg,Sachsen-Anhalt,47.74544007316206,1.348078649211645,26,besten Drittel,12.794277170248321,15.191166606470254
382,15081,Altmarkkreis Salzwedel,Sachsen-Anhalt,62.370404703242016,1.0392018149440148,196,mittleren Drittel,12.794277170248321,15.191166606470254
383,15082,Anhalt-Bitterfeld,Sachsen-Anhalt,59.94932649134059,1.0641436818473382,135,mittleren Drittel,12.794277170248321,15.191166606470254
384,15083,Börde,Sachsen-Anhalt,62.90371885765346,1.0164250526142522,207,mittleren Drittel,12.794277170248321,15.191166606470254
385,15084,Burgenlandkreis,Sachsen-Anhalt,58.274968383683145,1.1376202979589753,110,besten Drittel,12.794277170248321,15.191166606470254
386,15085,Harz,Sachsen-Anhalt,59.46049340799649,1.1682455276232921,128,besten Drittel,12.794277170248321,15.191166606470254
387,15086,Jerichower Land,Sachsen-Anhalt,61.79335263358693,1.1063982584887453,176,mittleren Drittel,12.794277170248321,15.191166606470254
388,15087,Mansfeld-Südharz,Sachsen-Anhalt,60.586319218241044,1.1079453131494819,149,mittleren Drittel,12.794277170248321,15.191166606470254
389,15088,Saalekreis,Sachsen-Anhalt,63.21178903147462,1.4107234675681295,215,mittleren Drittel,12.794277170248321,15.191166606470254
390,15089,Salzlandkreis,Sachsen-Anhalt,57.13199816706649,1.0194344861047466,93,besten Drittel,12.794277170248321,15.191166606470254
391,15090,Stendal,Sachsen-Anhalt,58.379348677856136,1.0515189619667233,113,besten Drittel,12.794277170248321,15.191166606470254
392,15091,Wittenberg,Sachsen-Anhalt,61.469422171054234,1.16100891025693,168,mittleren Drittel,12.794277170248321,15.191166606470254
393,16051,Erfurt,Thüringen,46.506774470400096,1.496058191504828,17,besten Drittel,15.502948703683098,16.07102084960644
394,16052,Gera,Thüringen,50.56037124595045,1.3462043603887577,44,besten Drittel,15.502948703683098,16.07102084960644
395,16053,Jena,Thüringen,41.425494561184415,1.553818030442888,5,besten Drittel,15.502948703683098,16.07102084960644
396,16054,Suhl,Thüringen,56.839740389415866,1.8305874521551009,90,besten Drittel,15.502948703683098,16.07102084960644
397,16055,Weimar,Thüringen,48.497037059780766,3.8303294543891426,29,besten Drittel,15.502948703683098,16.07102084960644
398,16056,Eisenach,Thüringen,50.97688825351442,0.6957350488444127,47,besten Drittel,15.502948703683098,16.07102084960644
399,16061,Eichsfeld,Thüringen,61.18460794974025,1.1729290000402723,162,mittleren Drittel,15.502948703683098,16.07102084960644
400,16062,Nordhausen,Thüringen,58.30425893961095,1.1446129739126178,112,besten Drittel,15.502948703683098,16.07102084960644
401,16063,Wartburgkreis,Thüringen,46.84581497797357,0.8653241032095658,20,besten Drittel,15.502948703683098,16.07102084960644
402,16064,Unstrut-Hainich-Kreis,Thüringen,56.63134819145049,1.2264365205541676,86,besten Drittel,15.502948703683098,16.07102084960644
403,16065,Kyffhäuserkreis,Thüringen,61.038320267529194,0.9100378268735266,159,mittleren Drittel,15.502948703683098,16.07102084960644
404,16066,Schmalkalden-Meiningen,Thüringen,62.211921817769294,1.2608991604810218,190,mittleren Drittel,15.502948703683098,16.07102084960644
405,16067,Gotha,Thüringen,57.41453390622081,1.1926022790958342,100,besten Drittel,15.502948703683098,16.07102084960644
406,16068,Sömmerda,Thüringen,59.36667782353711,0.9226246780272712,125,besten Drittel,15.502948703683098,16.07102084960644
407,16069,Hildburghausen,Thüringen,63.549098874196716,1.0678219974552658,228,mittleren Drittel,15.502948703683098,16.07102084960644
408,16070,Ilm-Kreis,Thüringen,56.242466806495386,1.2907266981123122,85,besten Drittel,15.502948703683098,16.07102084960644
409,16071,Weimarer Land,Thüringen,59.49478094588504,1.3276006966858702,129,besten Drittel,15.502948703683098,16.07102084960644
410,16072,Sonneberg,Thüringen,62.00445986124877,1.2636273538156593,185,mittleren Drittel,15.502948703683098,16.07102084960644
411,16073,Saalfeld-Rudolstadt,Thüringen,60.19966524378769,1.2073012508789827,139,mittleren Drittel,15.502948703683098,16.07102084960644
412,16074,Saale-Holzland-Kreis,Thüringen,60.38806006326276,1.4627998012434404,144,mittleren Drittel,15.502948703683098,16.07102084960644
413,16075,Saale-Orla-Kreis,Thüringen,64.25914209793748,0.9781095786410223,246,mittleren Drittel,15.502948703683098,16.07102084960644
414,16076,Greiz,Thüringen,62.805144533932705,1.1976857921791428,205,mittleren Drittel,15.502948703683098,16.07102084960644
415,16077,Altenburger Land,Thüringen,58.74702472468026,1.012447754734816,118,besten Drittel,15.502948703683098,16.07102084960644
